"startTime";"endTime";"Electricity consumption in Finland"
"2024-06-23T11:00:00.000Z";"2024-06-23T11:15:00.000Z";6880.29
"2024-06-23T11:15:00.000Z";"2024-06-23T11:30:00.000Z";6890.44
"2024-06-23T11:30:00.000Z";"2024-06-23T11:45:00.000Z";6917.28
"2024-06-23T11:45:00.000Z";"2024-06-23T12:00:00.000Z";6911.9
"2024-06-23T12:00:00.000Z";"2024-06-23T12:15:00.000Z";6943.57
"2024-06-23T12:15:00.000Z";"2024-06-23T12:30:00.000Z";6989.69
"2024-06-23T12:30:00.000Z";"2024-06-23T12:45:00.000Z";6985.69
"2024-06-23T12:45:00.000Z";"2024-06-23T13:00:00.000Z";7015.78
"2024-06-23T13:00:00.000Z";"2024-06-23T13:15:00.000Z";7038.13
"2024-06-23T13:15:00.000Z";"2024-06-23T13:30:00.000Z";7028
"2024-06-23T13:30:00.000Z";"2024-06-23T13:45:00.000Z";7020
"2024-06-23T13:45:00.000Z";"2024-06-23T14:00:00.000Z";7099.84
"2024-06-23T14:00:00.000Z";"2024-06-23T14:15:00.000Z";7100.56
"2024-06-23T14:15:00.000Z";"2024-06-23T14:30:00.000Z";7118.04
"2024-06-23T14:30:00.000Z";"2024-06-23T14:45:00.000Z";7085.6
"2024-06-23T14:45:00.000Z";"2024-06-23T15:00:00.000Z";7055.95
"2024-06-23T15:00:00.000Z";"2024-06-23T15:15:00.000Z";7089.11
"2024-06-23T15:15:00.000Z";"2024-06-23T15:30:00.000Z";7096.31
"2024-06-23T15:30:00.000Z";"2024-06-23T15:45:00.000Z";7059.78
"2024-06-23T15:45:00.000Z";"2024-06-23T16:00:00.000Z";6943.47
"2024-06-23T16:00:00.000Z";"2024-06-23T16:15:00.000Z";6945.68
"2024-06-23T16:15:00.000Z";"2024-06-23T16:30:00.000Z";7030.27
"2024-06-23T16:30:00.000Z";"2024-06-23T16:45:00.000Z";6995.59
"2024-06-23T16:45:00.000Z";"2024-06-23T17:00:00.000Z";6988.46
"2024-06-23T17:00:00.000Z";"2024-06-23T17:15:00.000Z";6984.3
"2024-06-23T17:15:00.000Z";"2024-06-23T17:30:00.000Z";6931.37
"2024-06-23T17:30:00.000Z";"2024-06-23T17:45:00.000Z";6886.19
"2024-06-23T17:45:00.000Z";"2024-06-23T18:00:00.000Z";6714.65
"2024-06-23T18:00:00.000Z";"2024-06-23T18:15:00.000Z";6687.69
"2024-06-23T18:15:00.000Z";"2024-06-23T18:30:00.000Z";6684.42
"2024-06-23T18:30:00.000Z";"2024-06-23T18:45:00.000Z";6635.86
"2024-06-23T18:45:00.000Z";"2024-06-23T19:00:00.000Z";6629.11
"2024-06-23T19:00:00.000Z";"2024-06-23T19:15:00.000Z";6760.52
"2024-06-23T19:15:00.000Z";"2024-06-23T19:30:00.000Z";6819.44
"2024-06-23T19:30:00.000Z";"2024-06-23T19:45:00.000Z";6848.15
"2024-06-23T19:45:00.000Z";"2024-06-23T20:00:00.000Z";6839.84
"2024-06-23T20:00:00.000Z";"2024-06-23T20:15:00.000Z";6749.49
"2024-06-23T20:15:00.000Z";"2024-06-23T20:30:00.000Z";6653.16
"2024-06-23T20:30:00.000Z";"2024-06-23T20:45:00.000Z";6568.86
"2024-06-23T20:45:00.000Z";"2024-06-23T21:00:00.000Z";6509.96
"2024-06-23T21:00:00.000Z";"2024-06-23T21:15:00.000Z";6481.12
"2024-06-23T21:15:00.000Z";"2024-06-23T21:30:00.000Z";6430.74
"2024-06-23T21:30:00.000Z";"2024-06-23T21:45:00.000Z";6354.64
"2024-06-23T21:45:00.000Z";"2024-06-23T22:00:00.000Z";6243.18
"2024-06-23T22:00:00.000Z";"2024-06-23T22:15:00.000Z";6219.14
"2024-06-23T22:15:00.000Z";"2024-06-23T22:30:00.000Z";6236.73
"2024-06-23T22:30:00.000Z";"2024-06-23T22:45:00.000Z";6160.04
"2024-06-23T22:45:00.000Z";"2024-06-23T23:00:00.000Z";6085.89
"2024-06-23T23:00:00.000Z";"2024-06-23T23:15:00.000Z";6073.38
"2024-06-23T23:15:00.000Z";"2024-06-23T23:30:00.000Z";6084.08
"2024-06-23T23:30:00.000Z";"2024-06-23T23:45:00.000Z";6086.59
"2024-06-23T23:45:00.000Z";"2024-06-24T00:00:00.000Z";6069.42
"2024-06-24T00:00:00.000Z";"2024-06-24T00:15:00.000Z";6095.17
"2024-06-24T00:15:00.000Z";"2024-06-24T00:30:00.000Z";6067.24
"2024-06-24T00:30:00.000Z";"2024-06-24T00:45:00.000Z";6026.97
"2024-06-24T00:45:00.000Z";"2024-06-24T01:00:00.000Z";6011.79
"2024-06-24T01:00:00.000Z";"2024-06-24T01:15:00.000Z";6046.91
"2024-06-24T01:15:00.000Z";"2024-06-24T01:30:00.000Z";5995.97
"2024-06-24T01:30:00.000Z";"2024-06-24T01:45:00.000Z";5968.38
"2024-06-24T01:45:00.000Z";"2024-06-24T02:00:00.000Z";6116.01
"2024-06-24T02:00:00.000Z";"2024-06-24T02:15:00.000Z";6189.74
"2024-06-24T02:15:00.000Z";"2024-06-24T02:30:00.000Z";6195.52
"2024-06-24T02:30:00.000Z";"2024-06-24T02:45:00.000Z";6285.07
"2024-06-24T02:45:00.000Z";"2024-06-24T03:00:00.000Z";6588.39
"2024-06-24T03:00:00.000Z";"2024-06-24T03:15:00.000Z";6781.13
"2024-06-24T03:15:00.000Z";"2024-06-24T03:30:00.000Z";6870.31
"2024-06-24T03:30:00.000Z";"2024-06-24T03:45:00.000Z";7002.41
"2024-06-24T03:45:00.000Z";"2024-06-24T04:00:00.000Z";7187.07
"2024-06-24T04:00:00.000Z";"2024-06-24T04:15:00.000Z";7281
"2024-06-24T04:15:00.000Z";"2024-06-24T04:30:00.000Z";7274.62
"2024-06-24T04:30:00.000Z";"2024-06-24T04:45:00.000Z";7424.69
"2024-06-24T04:45:00.000Z";"2024-06-24T05:00:00.000Z";7601.88
"2024-06-24T05:00:00.000Z";"2024-06-24T05:15:00.000Z";7718.83
"2024-06-24T05:15:00.000Z";"2024-06-24T05:30:00.000Z";7707.66
"2024-06-24T05:30:00.000Z";"2024-06-24T05:45:00.000Z";7762.3
"2024-06-24T05:45:00.000Z";"2024-06-24T06:00:00.000Z";7851.78
"2024-06-24T06:00:00.000Z";"2024-06-24T06:15:00.000Z";7965.76
"2024-06-24T06:15:00.000Z";"2024-06-24T06:30:00.000Z";7972.07
"2024-06-24T06:30:00.000Z";"2024-06-24T06:45:00.000Z";7961.23
"2024-06-24T06:45:00.000Z";"2024-06-24T07:00:00.000Z";8090.08
"2024-06-24T07:00:00.000Z";"2024-06-24T07:15:00.000Z";8097.49
"2024-06-24T07:15:00.000Z";"2024-06-24T07:30:00.000Z";8027.5
"2024-06-24T07:30:00.000Z";"2024-06-24T07:45:00.000Z";7997.37
"2024-06-24T07:45:00.000Z";"2024-06-24T08:00:00.000Z";8103.64
"2024-06-24T08:00:00.000Z";"2024-06-24T08:15:00.000Z";8134.02
"2024-06-24T08:15:00.000Z";"2024-06-24T08:30:00.000Z";8136.1
"2024-06-24T08:30:00.000Z";"2024-06-24T08:45:00.000Z";8127.27
"2024-06-24T08:45:00.000Z";"2024-06-24T09:00:00.000Z";8210.28
"2024-06-24T09:00:00.000Z";"2024-06-24T09:15:00.000Z";8235.7
"2024-06-24T09:15:00.000Z";"2024-06-24T09:30:00.000Z";8226.41
"2024-06-24T09:30:00.000Z";"2024-06-24T09:45:00.000Z";8133.85
"2024-06-24T09:45:00.000Z";"2024-06-24T10:00:00.000Z";8043.62
"2024-06-24T10:00:00.000Z";"2024-06-24T10:15:00.000Z";8013.21
"2024-06-24T10:15:00.000Z";"2024-06-24T10:30:00.000Z";8045.04
"2024-06-24T10:30:00.000Z";"2024-06-24T10:45:00.000Z";8043.86
"2024-06-24T10:45:00.000Z";"2024-06-24T11:00:00.000Z";7936.48
"2024-06-24T11:00:00.000Z";"2024-06-24T11:15:00.000Z";7905.36
"2024-06-24T11:15:00.000Z";"2024-06-24T11:30:00.000Z";7940.42
"2024-06-24T11:30:00.000Z";"2024-06-24T11:45:00.000Z";8035.56
"2024-06-24T11:45:00.000Z";"2024-06-24T12:00:00.000Z";8034.75
"2024-06-24T12:00:00.000Z";"2024-06-24T12:15:00.000Z";7972.79
"2024-06-24T12:15:00.000Z";"2024-06-24T12:30:00.000Z";7895.7
"2024-06-24T12:30:00.000Z";"2024-06-24T12:45:00.000Z";7864.83
"2024-06-24T12:45:00.000Z";"2024-06-24T13:00:00.000Z";7734.72
"2024-06-24T13:00:00.000Z";"2024-06-24T13:15:00.000Z";7788.18
"2024-06-24T13:15:00.000Z";"2024-06-24T13:30:00.000Z";7828.94
"2024-06-24T13:30:00.000Z";"2024-06-24T13:45:00.000Z";7823.74
"2024-06-24T13:45:00.000Z";"2024-06-24T14:00:00.000Z";7698.35
"2024-06-24T14:00:00.000Z";"2024-06-24T14:15:00.000Z";7705.6
"2024-06-24T14:15:00.000Z";"2024-06-24T14:30:00.000Z";7721.51
"2024-06-24T14:30:00.000Z";"2024-06-24T14:45:00.000Z";7716.62
"2024-06-24T14:45:00.000Z";"2024-06-24T15:00:00.000Z";7631.51
"2024-06-24T15:00:00.000Z";"2024-06-24T15:15:00.000Z";7649.73
"2024-06-24T15:15:00.000Z";"2024-06-24T15:30:00.000Z";7683.65
"2024-06-24T15:30:00.000Z";"2024-06-24T15:45:00.000Z";7692.26
"2024-06-24T15:45:00.000Z";"2024-06-24T16:00:00.000Z";7600.02
"2024-06-24T16:00:00.000Z";"2024-06-24T16:15:00.000Z";7637.9
"2024-06-24T16:15:00.000Z";"2024-06-24T16:30:00.000Z";7673.9
"2024-06-24T16:30:00.000Z";"2024-06-24T16:45:00.000Z";7647.14
"2024-06-24T16:45:00.000Z";"2024-06-24T17:00:00.000Z";7547.92
"2024-06-24T17:00:00.000Z";"2024-06-24T17:15:00.000Z";7589.97
"2024-06-24T17:15:00.000Z";"2024-06-24T17:30:00.000Z";7566.09
"2024-06-24T17:30:00.000Z";"2024-06-24T17:45:00.000Z";7562.18
"2024-06-24T17:45:00.000Z";"2024-06-24T18:00:00.000Z";7402.77
"2024-06-24T18:00:00.000Z";"2024-06-24T18:15:00.000Z";7359.42
"2024-06-24T18:15:00.000Z";"2024-06-24T18:30:00.000Z";7317.46
"2024-06-24T18:30:00.000Z";"2024-06-24T18:45:00.000Z";7229.24
"2024-06-24T18:45:00.000Z";"2024-06-24T19:00:00.000Z";7197.41
"2024-06-24T19:00:00.000Z";"2024-06-24T19:15:00.000Z";7246.21
"2024-06-24T19:15:00.000Z";"2024-06-24T19:30:00.000Z";7350.85
"2024-06-24T19:30:00.000Z";"2024-06-24T19:45:00.000Z";7270.86
"2024-06-24T19:45:00.000Z";"2024-06-24T20:00:00.000Z";7225.56
"2024-06-24T20:00:00.000Z";"2024-06-24T20:15:00.000Z";7138.57
"2024-06-24T20:15:00.000Z";"2024-06-24T20:30:00.000Z";7093.91
"2024-06-24T20:30:00.000Z";"2024-06-24T20:45:00.000Z";7037.29
"2024-06-24T20:45:00.000Z";"2024-06-24T21:00:00.000Z";6997.06
"2024-06-24T21:00:00.000Z";"2024-06-24T21:15:00.000Z";6867.67
"2024-06-24T21:15:00.000Z";"2024-06-24T21:30:00.000Z";6754.68
"2024-06-24T21:30:00.000Z";"2024-06-24T21:45:00.000Z";6675.31
"2024-06-24T21:45:00.000Z";"2024-06-24T22:00:00.000Z";6619.84
"2024-06-24T22:00:00.000Z";"2024-06-24T22:15:00.000Z";6608.82
"2024-06-24T22:15:00.000Z";"2024-06-24T22:30:00.000Z";6533.61
"2024-06-24T22:30:00.000Z";"2024-06-24T22:45:00.000Z";6470.29
"2024-06-24T22:45:00.000Z";"2024-06-24T23:00:00.000Z";6454.73
"2024-06-24T23:00:00.000Z";"2024-06-24T23:15:00.000Z";6426.53
"2024-06-24T23:15:00.000Z";"2024-06-24T23:30:00.000Z";6354.88
"2024-06-24T23:30:00.000Z";"2024-06-24T23:45:00.000Z";6363.24
"2024-06-24T23:45:00.000Z";"2024-06-25T00:00:00.000Z";6329.75
"2024-06-25T00:00:00.000Z";"2024-06-25T00:15:00.000Z";6291.66
"2024-06-25T00:15:00.000Z";"2024-06-25T00:30:00.000Z";6258.52
"2024-06-25T00:30:00.000Z";"2024-06-25T00:45:00.000Z";6270.34
"2024-06-25T00:45:00.000Z";"2024-06-25T01:00:00.000Z";6223.19
"2024-06-25T01:00:00.000Z";"2024-06-25T01:15:00.000Z";6277.04
"2024-06-25T01:15:00.000Z";"2024-06-25T01:30:00.000Z";6305.88
"2024-06-25T01:30:00.000Z";"2024-06-25T01:45:00.000Z";6329.24
"2024-06-25T01:45:00.000Z";"2024-06-25T02:00:00.000Z";6389.87
"2024-06-25T02:00:00.000Z";"2024-06-25T02:15:00.000Z";6475.56
"2024-06-25T02:15:00.000Z";"2024-06-25T02:30:00.000Z";6474.69
"2024-06-25T02:30:00.000Z";"2024-06-25T02:45:00.000Z";6551.66
"2024-06-25T02:45:00.000Z";"2024-06-25T03:00:00.000Z";6854.16
"2024-06-25T03:00:00.000Z";"2024-06-25T03:15:00.000Z";7083.81
"2024-06-25T03:15:00.000Z";"2024-06-25T03:30:00.000Z";7129.91
"2024-06-25T03:30:00.000Z";"2024-06-25T03:45:00.000Z";7251.31
"2024-06-25T03:45:00.000Z";"2024-06-25T04:00:00.000Z";7430.28
"2024-06-25T04:00:00.000Z";"2024-06-25T04:15:00.000Z";7500.12
"2024-06-25T04:15:00.000Z";"2024-06-25T04:30:00.000Z";7548.06
"2024-06-25T04:30:00.000Z";"2024-06-25T04:45:00.000Z";7588.03
"2024-06-25T04:45:00.000Z";"2024-06-25T05:00:00.000Z";7736.98
"2024-06-25T05:00:00.000Z";"2024-06-25T05:15:00.000Z";7713.12
"2024-06-25T05:15:00.000Z";"2024-06-25T05:30:00.000Z";7731.09
"2024-06-25T05:30:00.000Z";"2024-06-25T05:45:00.000Z";7871.83
"2024-06-25T05:45:00.000Z";"2024-06-25T06:00:00.000Z";8003.99
"2024-06-25T06:00:00.000Z";"2024-06-25T06:15:00.000Z";8123.85
"2024-06-25T06:15:00.000Z";"2024-06-25T06:30:00.000Z";8105.57
"2024-06-25T06:30:00.000Z";"2024-06-25T06:45:00.000Z";8156.27
"2024-06-25T06:45:00.000Z";"2024-06-25T07:00:00.000Z";8206.52
"2024-06-25T07:00:00.000Z";"2024-06-25T07:15:00.000Z";8161.39
"2024-06-25T07:15:00.000Z";"2024-06-25T07:30:00.000Z";8124.07
"2024-06-25T07:30:00.000Z";"2024-06-25T07:45:00.000Z";8131.32
"2024-06-25T07:45:00.000Z";"2024-06-25T08:00:00.000Z";8215.86
"2024-06-25T08:00:00.000Z";"2024-06-25T08:15:00.000Z";8312.14
"2024-06-25T08:15:00.000Z";"2024-06-25T08:30:00.000Z";8317.37
"2024-06-25T08:30:00.000Z";"2024-06-25T08:45:00.000Z";8266.61
"2024-06-25T08:45:00.000Z";"2024-06-25T09:00:00.000Z";8261
"2024-06-25T09:00:00.000Z";"2024-06-25T09:15:00.000Z";8307.72
"2024-06-25T09:15:00.000Z";"2024-06-25T09:30:00.000Z";8358.52
"2024-06-25T09:30:00.000Z";"2024-06-25T09:45:00.000Z";8435.03
"2024-06-25T09:45:00.000Z";"2024-06-25T10:00:00.000Z";8375.35
"2024-06-25T10:00:00.000Z";"2024-06-25T10:15:00.000Z";8332.39
"2024-06-25T10:15:00.000Z";"2024-06-25T10:30:00.000Z";8391.36
"2024-06-25T10:30:00.000Z";"2024-06-25T10:45:00.000Z";8313.74
"2024-06-25T10:45:00.000Z";"2024-06-25T11:00:00.000Z";8297.99
"2024-06-25T11:00:00.000Z";"2024-06-25T11:15:00.000Z";8306.96
"2024-06-25T11:15:00.000Z";"2024-06-25T11:30:00.000Z";8326.86
"2024-06-25T11:30:00.000Z";"2024-06-25T11:45:00.000Z";8355.1
"2024-06-25T11:45:00.000Z";"2024-06-25T12:00:00.000Z";8356.78
"2024-06-25T12:00:00.000Z";"2024-06-25T12:15:00.000Z";8346.13
"2024-06-25T12:15:00.000Z";"2024-06-25T12:30:00.000Z";8307.23
"2024-06-25T12:30:00.000Z";"2024-06-25T12:45:00.000Z";8259.33
"2024-06-25T12:45:00.000Z";"2024-06-25T13:00:00.000Z";8175.54
"2024-06-25T13:00:00.000Z";"2024-06-25T13:15:00.000Z";8191.08
"2024-06-25T13:15:00.000Z";"2024-06-25T13:30:00.000Z";8264.59
"2024-06-25T13:30:00.000Z";"2024-06-25T13:45:00.000Z";8302.7
"2024-06-25T13:45:00.000Z";"2024-06-25T14:00:00.000Z";8218.64
"2024-06-25T14:00:00.000Z";"2024-06-25T14:15:00.000Z";8176.96
"2024-06-25T14:15:00.000Z";"2024-06-25T14:30:00.000Z";8174.65
"2024-06-25T14:30:00.000Z";"2024-06-25T14:45:00.000Z";8224.42
"2024-06-25T14:45:00.000Z";"2024-06-25T15:00:00.000Z";8162.78
"2024-06-25T15:00:00.000Z";"2024-06-25T15:15:00.000Z";8139.43
"2024-06-25T15:15:00.000Z";"2024-06-25T15:30:00.000Z";8162.4
"2024-06-25T15:30:00.000Z";"2024-06-25T15:45:00.000Z";8127.47
"2024-06-25T15:45:00.000Z";"2024-06-25T16:00:00.000Z";8068.11
"2024-06-25T16:00:00.000Z";"2024-06-25T16:15:00.000Z";8026.44
"2024-06-25T16:15:00.000Z";"2024-06-25T16:30:00.000Z";8055.28
"2024-06-25T16:30:00.000Z";"2024-06-25T16:45:00.000Z";8028.74
"2024-06-25T16:45:00.000Z";"2024-06-25T17:00:00.000Z";7908.62
"2024-06-25T17:00:00.000Z";"2024-06-25T17:15:00.000Z";7930.18
"2024-06-25T17:15:00.000Z";"2024-06-25T17:30:00.000Z";7945.12
"2024-06-25T17:30:00.000Z";"2024-06-25T17:45:00.000Z";7913.62
"2024-06-25T17:45:00.000Z";"2024-06-25T18:00:00.000Z";7755.81
"2024-06-25T18:00:00.000Z";"2024-06-25T18:15:00.000Z";7649.97
"2024-06-25T18:15:00.000Z";"2024-06-25T18:30:00.000Z";7581.49
"2024-06-25T18:30:00.000Z";"2024-06-25T18:45:00.000Z";7520.69
"2024-06-25T18:45:00.000Z";"2024-06-25T19:00:00.000Z";7506.87
"2024-06-25T19:00:00.000Z";"2024-06-25T19:15:00.000Z";7551.19
"2024-06-25T19:15:00.000Z";"2024-06-25T19:30:00.000Z";7560.56
"2024-06-25T19:30:00.000Z";"2024-06-25T19:45:00.000Z";7538.7
"2024-06-25T19:45:00.000Z";"2024-06-25T20:00:00.000Z";7551.14
"2024-06-25T20:00:00.000Z";"2024-06-25T20:15:00.000Z";7505.34
"2024-06-25T20:15:00.000Z";"2024-06-25T20:30:00.000Z";7385.57
"2024-06-25T20:30:00.000Z";"2024-06-25T20:45:00.000Z";7290.8
"2024-06-25T20:45:00.000Z";"2024-06-25T21:00:00.000Z";7140.21
"2024-06-25T21:00:00.000Z";"2024-06-25T21:15:00.000Z";7113.15
"2024-06-25T21:15:00.000Z";"2024-06-25T21:30:00.000Z";7026.49
"2024-06-25T21:30:00.000Z";"2024-06-25T21:45:00.000Z";6899.88
"2024-06-25T21:45:00.000Z";"2024-06-25T22:00:00.000Z";6910.72
"2024-06-25T22:00:00.000Z";"2024-06-25T22:15:00.000Z";6951.82
"2024-06-25T22:15:00.000Z";"2024-06-25T22:30:00.000Z";6911.26
"2024-06-25T22:30:00.000Z";"2024-06-25T22:45:00.000Z";6807.13
"2024-06-25T22:45:00.000Z";"2024-06-25T23:00:00.000Z";6721.17
"2024-06-25T23:00:00.000Z";"2024-06-25T23:15:00.000Z";6718.45
"2024-06-25T23:15:00.000Z";"2024-06-25T23:30:00.000Z";6712.48
"2024-06-25T23:30:00.000Z";"2024-06-25T23:45:00.000Z";6667.84
"2024-06-25T23:45:00.000Z";"2024-06-26T00:00:00.000Z";6604.12
"2024-06-26T00:00:00.000Z";"2024-06-26T00:15:00.000Z";6519.86
"2024-06-26T00:15:00.000Z";"2024-06-26T00:30:00.000Z";6474.02
"2024-06-26T00:30:00.000Z";"2024-06-26T00:45:00.000Z";6453.3
"2024-06-26T00:45:00.000Z";"2024-06-26T01:00:00.000Z";6449.73
"2024-06-26T01:00:00.000Z";"2024-06-26T01:15:00.000Z";6418.13
"2024-06-26T01:15:00.000Z";"2024-06-26T01:30:00.000Z";6408.31
"2024-06-26T01:30:00.000Z";"2024-06-26T01:45:00.000Z";6433.12
"2024-06-26T01:45:00.000Z";"2024-06-26T02:00:00.000Z";6553.29
"2024-06-26T02:00:00.000Z";"2024-06-26T02:15:00.000Z";6591.17
"2024-06-26T02:15:00.000Z";"2024-06-26T02:30:00.000Z";6645.8
"2024-06-26T02:30:00.000Z";"2024-06-26T02:45:00.000Z";6758.81
"2024-06-26T02:45:00.000Z";"2024-06-26T03:00:00.000Z";7078.8
"2024-06-26T03:00:00.000Z";"2024-06-26T03:15:00.000Z";7235.78
"2024-06-26T03:15:00.000Z";"2024-06-26T03:30:00.000Z";7252.13
"2024-06-26T03:30:00.000Z";"2024-06-26T03:45:00.000Z";7334.91
"2024-06-26T03:45:00.000Z";"2024-06-26T04:00:00.000Z";7538.66
"2024-06-26T04:00:00.000Z";"2024-06-26T04:15:00.000Z";7684.8
"2024-06-26T04:15:00.000Z";"2024-06-26T04:30:00.000Z";7760.27
"2024-06-26T04:30:00.000Z";"2024-06-26T04:45:00.000Z";7779.85
"2024-06-26T04:45:00.000Z";"2024-06-26T05:00:00.000Z";7918.82
"2024-06-26T05:00:00.000Z";"2024-06-26T05:15:00.000Z";8010.37
"2024-06-26T05:15:00.000Z";"2024-06-26T05:30:00.000Z";8047.59
"2024-06-26T05:30:00.000Z";"2024-06-26T05:45:00.000Z";8081.54
"2024-06-26T05:45:00.000Z";"2024-06-26T06:00:00.000Z";8138.52
"2024-06-26T06:00:00.000Z";"2024-06-26T06:15:00.000Z";8168.15
"2024-06-26T06:15:00.000Z";"2024-06-26T06:30:00.000Z";8207.07
"2024-06-26T06:30:00.000Z";"2024-06-26T06:45:00.000Z";8197.77
"2024-06-26T06:45:00.000Z";"2024-06-26T07:00:00.000Z";8229.65
"2024-06-26T07:00:00.000Z";"2024-06-26T07:15:00.000Z";8250.8
"2024-06-26T07:15:00.000Z";"2024-06-26T07:30:00.000Z";8289.93
"2024-06-26T07:30:00.000Z";"2024-06-26T07:45:00.000Z";8303.78
"2024-06-26T07:45:00.000Z";"2024-06-26T08:00:00.000Z";8345.85
"2024-06-26T08:00:00.000Z";"2024-06-26T08:15:00.000Z";8349.45
"2024-06-26T08:15:00.000Z";"2024-06-26T08:30:00.000Z";8406.62
"2024-06-26T08:30:00.000Z";"2024-06-26T08:45:00.000Z";8397.72
"2024-06-26T08:45:00.000Z";"2024-06-26T09:00:00.000Z";8396.65
"2024-06-26T09:00:00.000Z";"2024-06-26T09:15:00.000Z";8454.77
"2024-06-26T09:15:00.000Z";"2024-06-26T09:30:00.000Z";8463.37
"2024-06-26T09:30:00.000Z";"2024-06-26T09:45:00.000Z";8478.02
"2024-06-26T09:45:00.000Z";"2024-06-26T10:00:00.000Z";8466.84
"2024-06-26T10:00:00.000Z";"2024-06-26T10:15:00.000Z";8465.88
"2024-06-26T10:15:00.000Z";"2024-06-26T10:30:00.000Z";8468.77
"2024-06-26T10:30:00.000Z";"2024-06-26T10:45:00.000Z";8438.52
"2024-06-26T10:45:00.000Z";"2024-06-26T11:00:00.000Z";8465.87
"2024-06-26T11:00:00.000Z";"2024-06-26T11:15:00.000Z";8426.79
"2024-06-26T11:15:00.000Z";"2024-06-26T11:30:00.000Z";8442.65
"2024-06-26T11:30:00.000Z";"2024-06-26T11:45:00.000Z";8474.97
"2024-06-26T11:45:00.000Z";"2024-06-26T12:00:00.000Z";8429.73
"2024-06-26T12:00:00.000Z";"2024-06-26T12:15:00.000Z";8432.45
"2024-06-26T12:15:00.000Z";"2024-06-26T12:30:00.000Z";8364.58
"2024-06-26T12:30:00.000Z";"2024-06-26T12:45:00.000Z";8340.94
"2024-06-26T12:30:05.000Z";"2024-06-26T12:45:05.000Z";8381
"2024-06-26T12:45:00.000Z";"2024-06-26T13:00:00.000Z";8365.85
"2024-06-26T13:00:00.000Z";"2024-06-26T13:15:00.000Z";8390.73
"2024-06-26T13:15:00.000Z";"2024-06-26T13:30:00.000Z";8416.73
"2024-06-26T13:30:00.000Z";"2024-06-26T13:45:00.000Z";8426.84
"2024-06-26T13:45:00.000Z";"2024-06-26T14:00:00.000Z";8352.08
"2024-06-26T14:00:00.000Z";"2024-06-26T14:15:00.000Z";8384.27
"2024-06-26T14:15:00.000Z";"2024-06-26T14:30:00.000Z";8380.84
"2024-06-26T14:30:00.000Z";"2024-06-26T14:45:00.000Z";8391.26
"2024-06-26T14:45:00.000Z";"2024-06-26T15:00:00.000Z";8304.94
"2024-06-26T15:00:00.000Z";"2024-06-26T15:15:00.000Z";8216.36
"2024-06-26T15:15:00.000Z";"2024-06-26T15:30:00.000Z";8250.02
"2024-06-26T15:30:00.000Z";"2024-06-26T15:45:00.000Z";8299.99
"2024-06-26T15:45:00.000Z";"2024-06-26T16:00:00.000Z";8205.81
"2024-06-26T16:00:00.000Z";"2024-06-26T16:15:00.000Z";8193.62
"2024-06-26T16:15:00.000Z";"2024-06-26T16:30:00.000Z";8206.71
"2024-06-26T16:30:00.000Z";"2024-06-26T16:45:00.000Z";8226.55
"2024-06-26T16:45:00.000Z";"2024-06-26T17:00:00.000Z";8127.29
"2024-06-26T17:00:00.000Z";"2024-06-26T17:15:00.000Z";8062.24
"2024-06-26T17:15:00.000Z";"2024-06-26T17:30:00.000Z";8053.61
"2024-06-26T17:30:00.000Z";"2024-06-26T17:45:00.000Z";8037.84
"2024-06-26T17:45:00.000Z";"2024-06-26T18:00:00.000Z";7906.49
"2024-06-26T18:00:00.000Z";"2024-06-26T18:15:00.000Z";7790.65
"2024-06-26T18:15:00.000Z";"2024-06-26T18:30:00.000Z";7642.84
"2024-06-26T18:30:00.000Z";"2024-06-26T18:45:00.000Z";7596.84
"2024-06-26T18:45:00.000Z";"2024-06-26T19:00:00.000Z";7597.83
"2024-06-26T19:00:00.000Z";"2024-06-26T19:15:00.000Z";7641.81
"2024-06-26T19:15:00.000Z";"2024-06-26T19:30:00.000Z";7593.29
"2024-06-26T19:30:00.000Z";"2024-06-26T19:45:00.000Z";7571.95
"2024-06-26T19:45:00.000Z";"2024-06-26T20:00:00.000Z";7556.36
"2024-06-26T20:00:00.000Z";"2024-06-26T20:15:00.000Z";7466.77
"2024-06-26T20:15:00.000Z";"2024-06-26T20:30:00.000Z";7318.53
"2024-06-26T20:30:00.000Z";"2024-06-26T20:45:00.000Z";7191.38
"2024-06-26T20:45:00.000Z";"2024-06-26T21:00:00.000Z";7222.9
"2024-06-26T21:00:00.000Z";"2024-06-26T21:15:00.000Z";7137.68
"2024-06-26T21:15:00.000Z";"2024-06-26T21:30:00.000Z";7035.9
"2024-06-26T21:30:00.000Z";"2024-06-26T21:45:00.000Z";6950.86
"2024-06-26T21:45:00.000Z";"2024-06-26T22:00:00.000Z";6943.21
"2024-06-26T22:00:00.000Z";"2024-06-26T22:15:00.000Z";6903.73
"2024-06-26T22:15:00.000Z";"2024-06-26T22:30:00.000Z";6835.35
"2024-06-26T22:30:00.000Z";"2024-06-26T22:45:00.000Z";6790.99
"2024-06-26T22:45:00.000Z";"2024-06-26T23:00:00.000Z";6723.11
"2024-06-26T23:00:00.000Z";"2024-06-26T23:15:00.000Z";6741.14
"2024-06-26T23:15:00.000Z";"2024-06-26T23:30:00.000Z";6726.42
"2024-06-26T23:30:00.000Z";"2024-06-26T23:45:00.000Z";6723.56
"2024-06-26T23:45:00.000Z";"2024-06-27T00:00:00.000Z";6697.16
