"datasetId";"startTime";"endTime";"value";"additionalJson"
363;"2026-09-13T23:00:00.000Z";"2026-09-14T00:00:00.000Z";4014826.907;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T23:00:00Z"",""Value"":""4014826.907"",""Count"":""3707389""}"
363;"2026-09-13T22:00:00.000Z";"2026-09-13T23:00:00.000Z";4158126.181;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T22:00:00Z"",""Value"":""4158126.181"",""Count"":""3711187""}"
363;"2026-09-13T21:00:00.000Z";"2026-09-13T22:00:00.000Z";4358442.283;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T21:00:00Z"",""Value"":""4358442.283"",""Count"":""3731926""}"
363;"2026-09-13T20:00:00.000Z";"2026-09-13T21:00:00.000Z";4818975.866;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T20:00:00Z"",""Value"":""4818975.866"",""Count"":""3770260""}"
363;"2026-09-13T19:00:00.000Z";"2026-09-13T20:00:00.000Z";5044040.89;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T19:00:00Z"",""Value"":""5044040.89"",""Count"":""3770532""}"
363;"2026-09-13T18:00:00.000Z";"2026-09-13T19:00:00.000Z";4978960.719;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T18:00:00Z"",""Value"":""4978960.719"",""Count"":""3770930""}"
363;"2026-09-13T17:00:00.000Z";"2026-09-13T18:00:00.000Z";5151138.012;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T17:00:00Z"",""Value"":""5151138.012"",""Count"":""3766753""}"
363;"2026-09-13T16:00:00.000Z";"2026-09-13T17:00:00.000Z";4995018.847;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T16:00:00Z"",""Value"":""4995018.847"",""Count"":""3771198""}"
363;"2026-09-13T15:00:00.000Z";"2026-09-13T16:00:00.000Z";4866666.943;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T15:00:00Z"",""Value"":""4866666.943"",""Count"":""3771225""}"
363;"2026-09-13T14:00:00.000Z";"2026-09-13T15:00:00.000Z";4773306.266;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T14:00:00Z"",""Value"":""4773306.266"",""Count"":""3771421""}"
363;"2026-09-13T13:00:00.000Z";"2026-09-13T14:00:00.000Z";4668186.22;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T13:00:00Z"",""Value"":""4668186.22"",""Count"":""3771501""}"
363;"2026-09-13T12:00:00.000Z";"2026-09-13T13:00:00.000Z";4620792.169;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T12:00:00Z"",""Value"":""4620792.169"",""Count"":""3771575""}"
363;"2026-09-13T11:00:00.000Z";"2026-09-13T12:00:00.000Z";4600724.956;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T11:00:00Z"",""Value"":""4600724.956"",""Count"":""3771643""}"
363;"2026-09-13T10:00:00.000Z";"2026-09-13T11:00:00.000Z";4607863.207;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T10:00:00Z"",""Value"":""4607863.207"",""Count"":""3771561""}"
363;"2026-09-13T09:00:00.000Z";"2026-09-13T10:00:00.000Z";4638368.964;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T09:00:00Z"",""Value"":""4638368.964"",""Count"":""3771872""}"
363;"2026-09-13T08:00:00.000Z";"2026-09-13T09:00:00.000Z";4578678.478;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T08:00:00Z"",""Value"":""4578678.478"",""Count"":""3771862""}"
363;"2026-09-13T07:00:00.000Z";"2026-09-13T08:00:00.000Z";4455651.029;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T07:00:00Z"",""Value"":""4455651.029"",""Count"":""3771988""}"
363;"2026-09-13T06:00:00.000Z";"2026-09-13T07:00:00.000Z";4297382.861;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T06:00:00Z"",""Value"":""4297382.861"",""Count"":""3772142""}"
363;"2026-09-13T05:00:00.000Z";"2026-09-13T06:00:00.000Z";4100444.965;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T05:00:00Z"",""Value"":""4100444.965"",""Count"":""3771910""}"
363;"2026-09-13T04:00:00.000Z";"2026-09-13T05:00:00.000Z";3924524.312;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T04:00:00Z"",""Value"":""3924524.312"",""Count"":""3772134""}"
363;"2026-09-13T03:00:00.000Z";"2026-09-13T04:00:00.000Z";3921067.088;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T03:00:00Z"",""Value"":""3921067.088"",""Count"":""3772230""}"
363;"2026-09-13T02:00:00.000Z";"2026-09-13T03:00:00.000Z";3900214.429;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T02:00:00Z"",""Value"":""3900214.429"",""Count"":""3772526""}"
363;"2026-09-13T01:00:00.000Z";"2026-09-13T02:00:00.000Z";3918229.929;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T01:00:00Z"",""Value"":""3918229.929"",""Count"":""3772671""}"
363;"2026-09-13T00:00:00.000Z";"2026-09-13T01:00:00.000Z";3979608.373;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-13T00:00:00Z"",""Value"":""3979608.373"",""Count"":""3772815""}"
363;"2026-09-12T23:00:00.000Z";"2026-09-13T00:00:00.000Z";4092027.477;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T23:00:00Z"",""Value"":""4092027.477"",""Count"":""3772795""}"
363;"2026-09-12T22:00:00.000Z";"2026-09-12T23:00:00.000Z";4148133.557;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T22:00:00Z"",""Value"":""4148133.557"",""Count"":""3772970""}"
363;"2026-09-12T21:00:00.000Z";"2026-09-12T22:00:00.000Z";4368035.371;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T21:00:00Z"",""Value"":""4368035.371"",""Count"":""3788084""}"
363;"2026-09-12T20:00:00.000Z";"2026-09-12T21:00:00.000Z";4732865.224;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T20:00:00Z"",""Value"":""4732865.224"",""Count"":""3796234""}"
363;"2026-09-12T19:00:00.000Z";"2026-09-12T20:00:00.000Z";4943123.071;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T19:00:00Z"",""Value"":""4943123.071"",""Count"":""3796247""}"
363;"2026-09-12T18:00:00.000Z";"2026-09-12T19:00:00.000Z";4922423.356;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T18:00:00Z"",""Value"":""4922423.356"",""Count"":""3796250""}"
363;"2026-09-12T17:00:00.000Z";"2026-09-12T18:00:00.000Z";5132893.031;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T17:00:00Z"",""Value"":""5132893.031"",""Count"":""3796257""}"
363;"2026-09-12T16:00:00.000Z";"2026-09-12T17:00:00.000Z";5053027.939;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T16:00:00Z"",""Value"":""5053027.939"",""Count"":""3796265""}"
363;"2026-09-12T15:00:00.000Z";"2026-09-12T16:00:00.000Z";4953756.967;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T15:00:00Z"",""Value"":""4953756.967"",""Count"":""3796273""}"
363;"2026-09-12T14:00:00.000Z";"2026-09-12T15:00:00.000Z";4835766.412;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T14:00:00Z"",""Value"":""4835766.412"",""Count"":""3796270""}"
363;"2026-09-12T13:00:00.000Z";"2026-09-12T14:00:00.000Z";4708554.95;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T13:00:00Z"",""Value"":""4708554.95"",""Count"":""3796281""}"
363;"2026-09-12T12:00:00.000Z";"2026-09-12T13:00:00.000Z";4632793.601;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T12:00:00Z"",""Value"":""4632793.601"",""Count"":""3796279""}"
363;"2026-09-12T11:00:00.000Z";"2026-09-12T12:00:00.000Z";4576392.455;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T11:00:00Z"",""Value"":""4576392.455"",""Count"":""3796278""}"
363;"2026-09-12T10:00:00.000Z";"2026-09-12T11:00:00.000Z";4625544.498;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T10:00:00Z"",""Value"":""4625544.498"",""Count"":""3796289""}"
363;"2026-09-12T09:00:00.000Z";"2026-09-12T10:00:00.000Z";4704698.759;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T09:00:00Z"",""Value"":""4704698.759"",""Count"":""3796281""}"
363;"2026-09-12T08:00:00.000Z";"2026-09-12T09:00:00.000Z";4641921.793;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T08:00:00Z"",""Value"":""4641921.793"",""Count"":""3796292""}"
363;"2026-09-12T07:00:00.000Z";"2026-09-12T08:00:00.000Z";4574644.782;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T07:00:00Z"",""Value"":""4574644.782"",""Count"":""3796292""}"
363;"2026-09-12T06:00:00.000Z";"2026-09-12T07:00:00.000Z";4501101.611;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T06:00:00Z"",""Value"":""4501101.611"",""Count"":""3796284""}"
363;"2026-09-12T05:00:00.000Z";"2026-09-12T06:00:00.000Z";4397546.855;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T05:00:00Z"",""Value"":""4397546.855"",""Count"":""3796296""}"
363;"2026-09-12T04:00:00.000Z";"2026-09-12T05:00:00.000Z";4226698.791;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T04:00:00Z"",""Value"":""4226698.791"",""Count"":""3796298""}"
363;"2026-09-12T03:00:00.000Z";"2026-09-12T04:00:00.000Z";4180983.647;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T03:00:00Z"",""Value"":""4180983.647"",""Count"":""3796314""}"
363;"2026-09-12T02:00:00.000Z";"2026-09-12T03:00:00.000Z";4126034.113;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T02:00:00Z"",""Value"":""4126034.113"",""Count"":""3796318""}"
363;"2026-09-12T01:00:00.000Z";"2026-09-12T02:00:00.000Z";4013674.433;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T01:00:00Z"",""Value"":""4013674.433"",""Count"":""3796316""}"
363;"2026-09-12T00:00:00.000Z";"2026-09-12T01:00:00.000Z";4074911.117;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-12T00:00:00Z"",""Value"":""4074911.117"",""Count"":""3796316""}"
363;"2026-09-11T23:00:00.000Z";"2026-09-12T00:00:00.000Z";4129149.522;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T23:00:00Z"",""Value"":""4129149.522"",""Count"":""3796310""}"
363;"2026-09-11T22:00:00.000Z";"2026-09-11T23:00:00.000Z";4228640.988;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T22:00:00Z"",""Value"":""4228640.988"",""Count"":""3796316""}"
363;"2026-09-11T21:00:00.000Z";"2026-09-11T22:00:00.000Z";4488452.963;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T21:00:00Z"",""Value"":""4488452.963"",""Count"":""3796490""}"
363;"2026-09-11T20:00:00.000Z";"2026-09-11T21:00:00.000Z";4769860.287;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T20:00:00Z"",""Value"":""4769860.287"",""Count"":""3796873""}"
363;"2026-09-11T19:00:00.000Z";"2026-09-11T20:00:00.000Z";5037569.759;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T19:00:00Z"",""Value"":""5037569.759"",""Count"":""3796869""}"
363;"2026-09-11T18:00:00.000Z";"2026-09-11T19:00:00.000Z";5124351.69;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T18:00:00Z"",""Value"":""5124351.69"",""Count"":""3796872""}"
363;"2026-09-11T17:00:00.000Z";"2026-09-11T18:00:00.000Z";5354887.284;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T17:00:00Z"",""Value"":""5354887.284"",""Count"":""3796874""}"
363;"2026-09-11T16:00:00.000Z";"2026-09-11T17:00:00.000Z";5247945.507;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T16:00:00Z"",""Value"":""5247945.507"",""Count"":""3796873""}"
363;"2026-09-11T15:00:00.000Z";"2026-09-11T16:00:00.000Z";5166713.051;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T15:00:00Z"",""Value"":""5166713.051"",""Count"":""3796877""}"
363;"2026-09-11T14:00:00.000Z";"2026-09-11T15:00:00.000Z";5166957.133;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T14:00:00Z"",""Value"":""5166957.133"",""Count"":""3796880""}"
363;"2026-09-11T13:00:00.000Z";"2026-09-11T14:00:00.000Z";5125712.612;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T13:00:00Z"",""Value"":""5125712.612"",""Count"":""3796883""}"
363;"2026-09-11T12:00:00.000Z";"2026-09-11T13:00:00.000Z";5078346.539;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T12:00:00Z"",""Value"":""5078346.539"",""Count"":""3796873""}"
363;"2026-09-11T11:00:00.000Z";"2026-09-11T12:00:00.000Z";5082962.367;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T11:00:00Z"",""Value"":""5082962.367"",""Count"":""3796846""}"
363;"2026-09-11T10:00:00.000Z";"2026-09-11T11:00:00.000Z";5185976.961;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T10:00:00Z"",""Value"":""5185976.961"",""Count"":""3796416""}"
363;"2026-09-11T09:00:00.000Z";"2026-09-11T10:00:00.000Z";5295598.233;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T09:00:00Z"",""Value"":""5295598.233"",""Count"":""3796217""}"
363;"2026-09-11T08:00:00.000Z";"2026-09-11T09:00:00.000Z";5365061.222;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T08:00:00Z"",""Value"":""5365061.222"",""Count"":""3796332""}"
363;"2026-09-11T07:00:00.000Z";"2026-09-11T08:00:00.000Z";5407500.048;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T07:00:00Z"",""Value"":""5407500.048"",""Count"":""3796795""}"
363;"2026-09-11T06:00:00.000Z";"2026-09-11T07:00:00.000Z";5506114.717;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T06:00:00Z"",""Value"":""5506114.717"",""Count"":""3796800""}"
363;"2026-09-11T05:00:00.000Z";"2026-09-11T06:00:00.000Z";5499324.488;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T05:00:00Z"",""Value"":""5499324.488"",""Count"":""3796793""}"
363;"2026-09-11T04:00:00.000Z";"2026-09-11T05:00:00.000Z";5296295.87;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T04:00:00Z"",""Value"":""5296295.87"",""Count"":""3796782""}"
363;"2026-09-11T03:00:00.000Z";"2026-09-11T04:00:00.000Z";4890591.445;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T03:00:00Z"",""Value"":""4890591.445"",""Count"":""3796786""}"
363;"2026-09-11T02:00:00.000Z";"2026-09-11T03:00:00.000Z";4344894.331;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T02:00:00Z"",""Value"":""4344894.331"",""Count"":""3796792""}"
363;"2026-09-11T01:00:00.000Z";"2026-09-11T02:00:00.000Z";4128592.712;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T01:00:00Z"",""Value"":""4128592.712"",""Count"":""3796813""}"
363;"2026-09-11T00:00:00.000Z";"2026-09-11T01:00:00.000Z";4126537.453;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-11T00:00:00Z"",""Value"":""4126537.453"",""Count"":""3796842""}"
363;"2026-09-10T23:00:00.000Z";"2026-09-11T00:00:00.000Z";4195938.871;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T23:00:00Z"",""Value"":""4195938.871"",""Count"":""3796838""}"
363;"2026-09-10T22:00:00.000Z";"2026-09-10T23:00:00.000Z";4345733.922;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T22:00:00Z"",""Value"":""4345733.922"",""Count"":""3796847""}"
363;"2026-09-10T21:00:00.000Z";"2026-09-10T22:00:00.000Z";4494762.534;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T21:00:00Z"",""Value"":""4494762.534"",""Count"":""3796873""}"
363;"2026-09-10T20:00:00.000Z";"2026-09-10T21:00:00.000Z";4873169.542;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T20:00:00Z"",""Value"":""4873169.542"",""Count"":""3796923""}"
363;"2026-09-10T19:00:00.000Z";"2026-09-10T20:00:00.000Z";5233312.82;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T19:00:00Z"",""Value"":""5233312.82"",""Count"":""3796923""}"
363;"2026-09-10T18:00:00.000Z";"2026-09-10T19:00:00.000Z";5325371.03;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T18:00:00Z"",""Value"":""5325371.03"",""Count"":""3796924""}"
363;"2026-09-10T17:00:00.000Z";"2026-09-10T18:00:00.000Z";5561872.698;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T17:00:00Z"",""Value"":""5561872.698"",""Count"":""3796924""}"
363;"2026-09-10T16:00:00.000Z";"2026-09-10T17:00:00.000Z";5409794.867;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T16:00:00Z"",""Value"":""5409794.867"",""Count"":""3796923""}"
363;"2026-09-10T15:00:00.000Z";"2026-09-10T16:00:00.000Z";5278502.232;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T15:00:00Z"",""Value"":""5278502.232"",""Count"":""3796923""}"
363;"2026-09-10T14:00:00.000Z";"2026-09-10T15:00:00.000Z";5234525.757;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T14:00:00Z"",""Value"":""5234525.757"",""Count"":""3796913""}"
363;"2026-09-10T13:00:00.000Z";"2026-09-10T14:00:00.000Z";5211691.464;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T13:00:00Z"",""Value"":""5211691.464"",""Count"":""3796912""}"
363;"2026-09-10T12:00:00.000Z";"2026-09-10T13:00:00.000Z";5164356.117;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T12:00:00Z"",""Value"":""5164356.117"",""Count"":""3796900""}"
363;"2026-09-10T11:00:00.000Z";"2026-09-10T12:00:00.000Z";5223947.839;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T11:00:00Z"",""Value"":""5223947.839"",""Count"":""3796887""}"
363;"2026-09-10T10:00:00.000Z";"2026-09-10T11:00:00.000Z";5323981.893;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T10:00:00Z"",""Value"":""5323981.893"",""Count"":""3796869""}"
363;"2026-09-10T09:00:00.000Z";"2026-09-10T10:00:00.000Z";5421030.401;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T09:00:00Z"",""Value"":""5421030.401"",""Count"":""3796856""}"
363;"2026-09-10T08:00:00.000Z";"2026-09-10T09:00:00.000Z";5439772.214;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T08:00:00Z"",""Value"":""5439772.214"",""Count"":""3796847""}"
363;"2026-09-10T07:00:00.000Z";"2026-09-10T08:00:00.000Z";5430932.705;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T07:00:00Z"",""Value"":""5430932.705"",""Count"":""3796838""}"
363;"2026-09-10T06:00:00.000Z";"2026-09-10T07:00:00.000Z";5461976.334;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T06:00:00Z"",""Value"":""5461976.334"",""Count"":""3796826""}"
363;"2026-09-10T05:00:00.000Z";"2026-09-10T06:00:00.000Z";5388417.184;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T05:00:00Z"",""Value"":""5388417.184"",""Count"":""3796929""}"
363;"2026-09-10T04:00:00.000Z";"2026-09-10T05:00:00.000Z";5133671.375;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T04:00:00Z"",""Value"":""5133671.375"",""Count"":""3796941""}"
363;"2026-09-10T03:00:00.000Z";"2026-09-10T04:00:00.000Z";4783078.868;"{""TimeSeriesType"":""CTT_SUM_CONS_ACP"",""Res"":""PT1H"",""Uom"":""KWH"",""ReadTS"":""2026-09-10T03:00:00Z"",""Value"":""4783078.868"",""Count"":""3796949""}"
